,Ticker,Drug,Indication,Stage,Catalyst-date,Catalyst-note
1766,ABBV,Venclexta plus Gazyva,Chronic lymphocytic leukemia (CLL),phase3,06/04/2019,"Phase 3 data presented at ASCO June 4, 2019. HR 0.35. CRR 49.5%. ORR 84.7% vs. 71.3%."
1767,RHHBY,Venclexta plus Gazyva,Chronic lymphocytic leukemia (CLL),phase3,06/04/2019,"Phase 3 data presented at ASCO June 4, 2019. HR 0.35. CRR 49.5%. ORR 84.7% vs. 71.3%."
1768,LLY,Galcanezumab,Cluster headache,approved,06/04/2019,"FDA Approval announced June 4, 2019."
1769,IFRX,IFX-1,Hidradenitis Suppurativa,phase2b,06/05/2019,"Phase 2b data June 5, 2019 did not meet primary endpoint."
1770,GSK,Mepolizumab,Severe eosinophilic asthma - pediatric,approved,06/06/2019,"FDA Approval announced June 6, 2019."
1771,LJPC,LJPC‑401,Hereditary Hemochromatosis,phase2,06/06/2019,"Phase 2 positive interim analysis released June 6, 2019 with top-line data due 2H 2019."
1772,PTCT,Emflaza,Duchenne muscular dystrophy (age 2-5),approved,06/07/2019,"FDA Approval announced for label expansion June 7, 2019."
1773,AZN,Calquence,1st line - Chronic lymphocytic leukaemia,phase3,06/08/2019,"Phase 3 data June 6, 2019 met primary endpoint."
1774,APTX,NYX-2925,Fibromyalgia,phase2,06/10/2019,"Phase 2 data released June 10, 2019 - primary endpoint met."
1775,SGEN,Polatuzumab vedotin and bendamustine plus Rituxan (rituximab),Diffuse large B-cell lymphoma (DLBCL),approved,06/10/2019,"FDA approval announced June 10, 2019."
1776,RHHBY,Polatuzumab vedotin and bendamustine plus Rituxan (rituximab),Diffuse large B-cell lymphoma (DLBCL),approved,06/10/2019,"FDA approval announced June 10, 2019."
1777,CBAY,Seladelpar,Non-alcoholic steatohepatitis (NASH),phase2b,06/11/2019,"Phase 2b top-line data noted reductions in liver fat that were not significant compared with placebo - June 11, 2019."
1778,MRK,Keytruda KN-048,Head and neck squamous cell carcinoma (HNSCC),approved,06/11/2019,"FDA Approval announced June 11, 2019."
1779,ACHV,Cytisine,Smoking cessation,phase2b,06/11/2019,"Phase 2b data met primary endpoint in 3/4 arms - June 11, 2019."
1780,IMV,DPX-Survivac and pembrolizumab,Diffuse Large Cell Lymphoma,phase2,06/12/2019,"Phase 2 top-line data June 12, 2019 at ICML. 1/6 PRs; 2/6 CRs."
1781,SVRA,Molgradex - IMPALA,Autoimmune pulmonary alveolar proteinosis (PAP),phase3,06/12/2019,"Phase 3 data June 12, 2019 did not meet primary endpoint."
1782,RHHBY,Mabthera/Rituxan (rituximab) - PEMPHIX,Pemphigus vulgaris,phase3,06/13/2019,"Phase 3 trial met primary and secondary endpoints - June 13, 2019."
1783,AMGN,ABP 980 (Kanjinti; trastuzumab-anns),Herceptin biosimilar,approved,06/13/2019,"FDA approval announced June 13, 2019."
1784,GBT,Voxelotor,Sickle cell disease,phase3,06/14/2019,"Data presented at EHA June 14, 2019 noted 51% patients showed a hemoglobin response."
1785,BGNE,Zanubrutinib (BGB-3111) - ASPEN,Waldenström’s macroglobulinemia,phase3,06/14/2019,http://ir.beigene.com/news-releases/news-release-details/beigene-announces-clinical-results-three-posters-zanubrutinib
1786,ENTA,EDP-938,Respiratory Syncytial Virus,phase2,06/14/2019,"Phase 2 preliminary data June 14, 2019 met primary endpoint."
1787,KURA,Tipifarnib,Relapsed or refractory peripheral T-cell lymphoma,phase2,06/14/2019,"Phase 2 additional data at EHA June 14, 2019. Primary endpoint achieved with 45% and 42% ORR in AITL and CXCL12+ AITL/PTCL-NOS expansion cohorts."
1788,BLUE,LentiGlobin - HGB-207 Northstar-2,non-β0/β0 transfusion-dependent thalassemia (TDT),phase3,06/14/2019,Phase 3 updated data due at EHA June 2019 noted 4/5 patients achieved transfusion independence.
1789,BLUE,LentiGlobin - HGB-212 Northstar-3,TDT and the β0/β0genotype,phase3,06/14/2019,"Phase 3 data presented at EHA June 14, 2019. 5/11 patients had stopped transfusions for at least three months and had Hb levels of 10.2–13.6 g/dL"
1790,BLUE,LentiGlobin - HGB-204,β-Thalassemia,phase1.5,06/14/2019,"Updated data due at EHA June 14, 2019 noted 3.8 years of transfusion independence in patients who do not have a β0/β0 genotype."
1791,BGNE,Tislelizumab - BGB-A317,Relapsed or refractory classical Hodgkin lymphoma (cHL),phase2,06/14/2019,Phase 2 pivotal updated data presented at EHA June 2019 noted 87% ORR (63% CR).
1792,SNSS,Vecabrutinib (SNS-062),Advanced B-Cell Malignancies,phase1.5,06/15/2019,"Phase 1/2 update at EHA meeting June 15, 2019 - no partial responses."
1793,BPMC,Avapritinib BLU-285 - EXPLORER,Advanced Systemic mastocytosis (SM),phase1,06/15/2019,"Phase 1 updated data June 15, 2019 - ORR 77%."
1794,INCY,Ruxolitinib - TRuE-V,Vitiligo,phase2,06/16/2019,"Phase 2 data presented at WCD meeting June 15, 2019. "
1795,FTSV,5F9 + rituximab,Non-Hodgkin Lymphoma (NHL) - cancer,phase2,06/16/2019,Phase 2 data at EHA noted ORR 36% in  DLBCL and ORR 61% in Indolent Lymphoma.
1796,PHAS,PB2452,Reversal agent for ticagrelor,phase2a,06/17/2019,"Phase 2a initial data released June 17, 2019."
1797,CALA,CB-839 + AFINITOR (everolimus)‎ - ENTRATA,Clear cell renal cell carcinoma,phase2,06/17/2019,"Phase 2 top-line data June 17, 2019 noted PFS 3.8 months compared to 1.9 months for everolimus alone."
1798,ACRS,ATI-502,Androgenetic alopecia (AGA) - Hair loss,phase2,06/17/2019,Phase 2 6-month data noted increase in hair count of 8.6 hairs/cm2.
1799,VBIV,Sci-B-Vac - PROTECT,Hepatitis B vaccine,phase3,06/17/2019,Phase 3 data met co-primary endpoints but missed key secondary endpoint.
1800,MRK,Keytruda - KN-158,Small cell lung cancer (SCLC),approved,06/18/2019,"FDA Approval announced June 18, 2019."
1801,IRWD,Linaclotide,Irritable Bowel Syndrome with Constipation (IBS-C),phase3,06/18/2019,"Phase 3b data met all endpoints - June 18, 2019."
1802,UBX,UBX0101,Osteoarthritis,phase1b,06/18/2019,"Phase 1 data released June 18, 2019. Mixed efficacy data."
1803,GTHX,Trilaciclib,Triple-negative breast cancer,phase2,06/18/2019,"Phase 2 data June 18, 2019 noted improvement in overall survival."
1804,AFMD,AFM13,CD30-positive peripheral T cell lymphoma (PTCL),phase1.5,06/19/2019,"Phase 1b/2a updated data at ICML June 19, 2019 noted 50% ORR."
1805,BGNE,Zanubrutinib (BGB-3111),Relapsed or refractory mantle cell lymphoma (MCL),phase2,06/19/2019,"Phase 2 updated data at ICML June 19, 2019 - ORR was 83.7%; CR rate 77.9%."
1806,TGTX,Umbralisib (TGR-1202) + Pembrolizumab + Ublituximab (TG-1101),Relapsed or refractory Chronic Lymphocytic Leukemia (CLL),phase1.5,06/20/2019,Phase 1/2 updated data noted 91% ORR for CLL patients; 38% for Richter’s transformation.
1807,EXEL,IMspire170 - cobimetinib and atezolizumab,First-line BRAF wild-type metastatic or unresectable locally advanced melanoma,phase3,06/20/2019,"Phase 3 data did not meet primary endpoint - June 20, 2019."
1808,RHHBY,IMspire170 - cobimetinib and atezolizumab,First-line BRAF wild-type metastatic or unresectable locally advanced melanoma,phase3,06/20/2019,"Phase 3 data did not meet primary endpoint - June 20, 2019."
1809,REGN,SAR440340 (REGN3500),Asthma ,phase2,06/21/2019,"Phase 2 data June 21, 2019 met primary endpoint vs placebo. No increased benefit compared to Dupixent."
1810,SNY,SAR440340 (REGN3500),Asthma ,phase2,06/21/2019,"Phase 2 data June 21, 2019 met primary endpoint vs placebo. No increased benefit compared to Dupixent."
1811,AMAG,Vyleesi (Bremelanotide),Female sexual dysfunction (FSD),approved,06/21/2019,"FDA approval announced June 21, 2019."
1812,PTN,Vyleesi (Bremelanotide),Female sexual dysfunction (FSD),approved,06/21/2019,"FDA approval announced June 21, 2019."
1813,OCUL,DEXTENZA,Post-surgical ocular inflammation and pain,approved,06/21/2019,"FDA Approval June 21, 2019."
1814,AGN,Botox,Upper limb spasticity,approved,06/21/2019,"FDA Approval announced June 21, 2019."
1815,VRTX,Tezacaftor / ivacaftor,Cystic fibrosis - Two Copies of the F508del Mutation,approved,06/21/2019,"Label expanded to now include all patients over 6 years old - June 21, 2019."
1816,EPZM,Tazemetostat,Follicular lymphoma,phase2,06/21/2019,"Updated Phase 2 data June 21, 2019 noted ORR of 77% and 34%."
1817,BMY,CM-459 – Opdivo,First-line Hepatocellular carcinoma (HCC) - cancer,phase3,06/24/2019,Phase 3 trial did not meet primary endpoint.
1818,NERV,MIN-202 (seltorexant),Primary insomnia,phase2b,06/24/2019,"Phase 2b data June 24, 2019 met primary endpoint."
1819,ABBV,Venetoclax - CANOVA,Relapsed or refractory multiple myeloma,phase3,06/24/2019,"Partial clinical hold lifted June 24, 2019."
1820,CNAT,Emricasan,NASH cirrhosis - ENCORE-LF trial,phase2b,06/24/2019,Phase 2b data did not meet primary endpoint.
1821,MOR,Lenalidomide + MOR208 - L-MIND,Relapsed or refractory diffuse large B cell lymphoma,phase2,06/24/2019,"Phase 2 data presented at ICML, June 22, 2019. ORR 60%, 43%. BLA filing due by end of 2019."
1822,KRYS,KB103,Epidermolysis Bullosa,phase2,06/24/2019,"Phase 2 positive top-line data due June 24, 2019. Five out of six wounds treated fully closed."
1823,BPMX,BPX-04,Rosacea,phase2b,06/25/2019,"Phase 2b data June 25, 2019 met endpoints."
1824,ALDX,ADX-102 reproxalap,Noninfectious anterior uveitis,phase3,06/25/2019,"Phase 3 data did not meet endpoints - June 25, 2019."
1825,ACER,EDSIVO,Vascular Ehlers-Danlos Syndrome,crl,06/25/2019,"CRL issued June 25, 2019."
1826,ASND,TransCon hGH,Growth hormone deficiency in children,phase3,06/26/2019,"Phase 3 fliGHt trial detailed data released June 26, 2019."
1827,VRCA,VP-102,Common warts,phase2,06/26/2019,"Phase 2 data noted 51% of patients noted complete clearance of warts - June 26, 2019."
1828,GEMP,Gemcabene,Familial Partial Lipodystrophy (FPL),phase2,06/26/2019,"Phase 2 top-line released June 26, 2019."
1829,REGN,Dupixent (dupilumab),Nasal polyps,approved,06/26/2019,"FDA Approval announced June 26, 2019."
1830,SNY,Dupixent (dupilumab),Nasal polyps,approved,06/26/2019,"FDA Approval announced June 26, 2019."
1831,DOVA,Avatrombopag,Immune Thrombocytopenic Purpura (ITP),approved,06/27/2019,"FDA Approval announced June 27, 2019."
1832,ATOS,Endoxifen,Mammographic breast density (MBD),phase2,06/27/2019,"Phase 2 data met primary endpoint - June 27, 2019. High dropout rate noted."
1833,ALXN,Eculizumab,Relapsing Neuromyelitis Optica Spectrum Disorder (NMOSD),approved,06/27/2019,"FDA Approval announced June 27, 2019."
1834,ADXS,Axalimogene filolisbac - AIM2CERV Trial,"High-risk, locally advanced cervical cancer",phase3,06/27/2019,"Phase 3 trial closed - noted June 27, 2019."
1835,AZN,Imfinzi + tremelimumab (CASPIAN),Small cell lung cancer (SCLC),phase3,06/27/2019,"Phase 3 interim analysis noted primary endpoint met - June 27, 2019."
1836,PFE,PF-06439535,Biosimilar bevacizumab,approved,06/28/2019,"FDA Approval announced June 28, 2019."
1837,PFE,Sildenafil and inhaled nitric oxide (iNO),Persistent Pulmonary Hypertension (PPHN),phase3,06/28/2019,"Phase 3 trial did not meet primary endpoint - June 28, 2019."
1838,RTRX,New formulation of Thiola (tiopronin),Cystinuria,approved,06/28/2019,"FDA Approval announced June 28, 2019."
1839,JNJ,Daratumumab - MAIA,Newly Diagnosed Multiple Myeloma (NDMM),approved,06/28/2019,"FDA Approval announced June 28, 2019."
1840,GMAB,Daratumumab - MAIA,Newly Diagnosed Multiple Myeloma (NDMM),approved,06/28/2019,"FDA Approval announced June 28, 2019."
1841,PBYI,Neratinib SUMMIT,HER2 non-amplified breast cancer that has a HER2 mutation,phase2,07/03/2019,"Phase 2 additional data presented July 3, 2019 at ESMO. Median PFS 1.8 months. 2/20 partial responses."
1842,KPTI,Selinexor,Quadruple Refractory Multiple Myeloma,approved,07/03/2019,"FDA Approval announced July 3, 2019. Continued approval may be contingent upon data from its Phase 3 Boston trial (data due late-2019/early 2020)."
1843,SGMO,SB-525,Hemophilia A,phase1.5,07/05/2019,"Phase 1/2 data noted first two patients achieved normal, sustained Factor VIII levels."
1844,QURE,AMT-061,Hemophilia B,phase2b,07/05/2019,"Phase 2b nine month data noted FIX activity up to 54% of normal, with mean of 45% of normal."
1845,TYME,SM-88,Pancreatic cancer,phase2,07/05/2019,"Phase 2 updated data June 5, 2019 noted median overall survival data of 6.3 months."
1846,PFE,Encorafenib and cetuximab - BEACON CRC,BRAF-Mutant Colorectal Cancer,phase3,07/06/2019,"Phase 3 data presented July 6, 2019. OS 9.0 months vs. 5.4 months for control (HR 0.52), ORR 26% vs. 1.9%."
1847,CBIO,Marzeptacog alfa,Hemophilia,phase2,07/08/2019,"Phase 2 final data released July 7, 2019. Primary endpoint met."
1848,BLCM,BPX-501 Rivo-cel,Adjunct T-cell therapy administered after allogeneic HSCT - (hematopoietic stem cell transplantation) - cancer,phase1.5,07/08/2019,"Phase 2 pediatric top-line data met primary endpoint of event free survival - July 8, 2019."
1849,SLGL,VERED (Epsolay),Papulopustular rosacea,phase3,07/08/2019,"Phase 3 top-line data met primary endpoints - July 8, 2019."
1850,ITCI,ITI-007 - Monotherapy (Study 404),Bipolar depression,phase3,07/08/2019,"Phase 3 trial met primary endpoint - July 8, 2019."
1851,ITCI,ITI-007 - Monotherapy (Study 401),Bipolar depression,phase3,07/08/2019,"Phase 3 trial did not meet primary endpoint - July 8, 2019."
1852,GSK,Dolutegravir + lamivudine TANGO,HIV,phase3,07/10/2019,"Phase 3 data released July 10, 2019 met primary endpoint."
1853,AMGN,CNP520,Alzheimer’s Disease,phase23,07/11/2019,Phase 2/3 trial discontinued due to lack of efficacy. 
1854,NVS,CNP520,Alzheimer’s Disease,phase23,07/11/2019,Phase 2/3 trial discontinued due to lack of efficacy. 
1855,BHC,EM-100,Allergic conjunctivitis,crl,07/12/2019,"CRL issued July 12, 2019."
1856,ETON,EM-100,Allergic conjunctivitis,crl,07/12/2019,"CRL issued July 12, 2019."
1857,GSK,Niraparib - PRIMA,First-line ovarian cancer,phase3,07/15/2019,"Phase 3 data released July 15, 2019 met primary endpoint."
1858,ZLAB,Niraparib - PRIMA,First-line ovarian cancer,phase3,07/15/2019,"Phase 3 data released July 15, 2019 met primary endpoint."
1859,CAPR,CAP-1002 HOPE-2,Duchenne Muscular Dystrophy (DMD),phase2,07/15/2019,"Phase 2 HOPE-2 interim data July 15, 2019 noted data on two secondary endpoints, p-values 0.0591 and 0.0389."
1860,AVRO,AVR-RD-01 (FAB-201),Fabry disease,phase2,07/15/2019,"Phase 2 promising preliminary data released July 15, 2019."
1861,VNDA,Tradipitant,Motion sickness,phase2,07/16/2019,"Phase 2 data released July 16, 2019. One of two primary endpoints met."
1862,MNK,H.P. Acthar Gel,Amyotrophic Lateral Sclerosis,phase2,07/16/2019,"Phase 2 trial discontinued due to safety concerns - July 16, 2019."
1863,INO,INO-5401 and atezolizumab,Bladder cancer,phase1.5,07/16/2019,"Phase 1/2 trial discontinued - noted July 16, 2019."
1864,MRK,Imipenem/ cilastatin,Complicated urinary tract infections (cUTI) and Complicated intra-abdominal infections (cIAI),approved,07/17/2019,"FDA Approval announced July 17, 2019."
1865,MRKR,MultiTAA-Specific T Cells,Pancreatic cancer,phase1.5,07/19/2019,Phase 1/2 data at AACR noted 5/9 patients with stable disease with one complete response.
1866,CELG,OTEZLA,Behçet’s Disease,approved,07/19/2019,"FDA Approval announced July 19, 2019."
1867,BHVN,Nurtec (riluzole) (BHV-0223),Amyotrophic lateral sclerosis (ALS),crl,07/19/2019,"CRL issued July 19, 2019."
1868,NTEC,AP-CDLD,Advanced Parkinson's Disease,phase3,07/22/2019,"Phase 3 data released July 22, 2019 did not meet primary endpoint."
1869,ACAD,Pimavanserin - Enhance,Adjunctive treatment of schizophrenia,phase3,07/22/2019,"Phase 3 data did not meet primary endpoint - July 22, 2019."
1870,MYOV,Relugolix - LIBERTY 1 and LIBERTY 2,Menstrual bleeding associated with uterine fibroids,phase3,07/23/2019,"LIBERTY 2 data July 22, 2019 also met primary endpoint."
1871,PFE,Ruxience (Biosimilar to Rituxan),"CD20-positive, low tumor burden, follicular lymphoma.",approved,07/23/2019,"FDA approval announced July 23, 2019."
1872,MRNS,Ganaxolone - Magnolia,Postpartum depression,phase2,07/23/2019,"Phase 2 negative data released July 23, 2019."
1873,LGND,Ganaxolone - Magnolia,Postpartum depression,phase2,07/23/2019,"Phase 2 negative data released July 23, 2019."
1874,CHMA,Mycapssa - OPTIMAL,Acromegaly,phase3,07/23/2019,"Phase 3 data met primary endpoint - July 23, 2019."
1875,ITCI,Lumateperone,Schizophrenia,,07/23/2019,"Advisory Committee Meeting scheduled for July 31, 2019 has been cancelled."
1876,SAGE,SAGE-217 - ARCHWAY,Bipolar depression,phase2,07/24/2019,"Phase 2 Part A data July 24, 2019 noted MADRS score of 15.5 points at Day 15 (n=23; p<0.0001) - secondary endpoint."
1877,BMY,CM-227 – Opdivo + Yervoy,First-line Non-small cell lung cancer (NSCLC),phase3,07/24/2019,Phase 3 data from Part 1 met primary endpoint; Part 2 missed primary endpoint.
1878,LLY,BAQSIMI (glucagon),Severe hypoglycemia in people with diabetes,approved,07/24/2019,"FDA Approval announced July 24, 2019."
1879,JNJ,Ponesimod,Relapsing multiple sclerosis,phase3,07/26/2019,Phase 3 trial met primary endpoint.
1880,LXRX,Sotagliflozin,Type 2 Diabetes,phase3,07/26/2019,SNY informed LXRX that it plans to terminated its agreement following insufficient efficacy across three Phase 3 trials.
1881,NVS,Entresto - PARAGON-HF,HF-pEF (heart failure with preserved ejection fraction),phase3,07/29/2019,"Phase 3 trial did not meet primary endpoint - July 29, 2019."
1882,CDTX,Rezafungin (CD101) STRIVE B,Candidemia,phase2,07/29/2019,"Phase 2 data released July 29, 2019 - noted all objectives met."
1883,MRK,Keytruda KN-522,Triple negative breast cancer (TNBC),phase3,07/29/2019,"Phase 3 data released July 29, 2019. First of two primary endpoints met (complete response). Trial to continue through to event-free survival (EFS) endpoint. "
1884,ALKS,Diroximel fumarate (BIIB098) - Head-to-head trial versus Tecfidera -,Relapsing Remitting Multiple Sclerosis (RRMS),phase3,07/30/2019,"Phase 3 top-line data met primary endpoint - July 30, 2019."
1885,ACRS,ATI-501 (AUAT-201 Oral),Alopecia areata,phase2,07/30/2019,"Phase 2 data met primary endpoint and some secondary endpoints - July 30, 2019."
1886,NVS,Kisqali plus fulvestrant: MONALEESA-3,Breast cancer - (post-menopausal),phase3,07/31/2019,"Phase 3 data presented at ASCO 2018 - PFS 20.5 months v 12.8 months. Overall survival secondary endpoint met - July 31, 2019."
1887,MRK,Keytruda KN-181,Esophageal Cancer,approved,07/31/2019,"FDA Approval announced July 31, 2019."
1888,GLYC,GMI-1070 (rivipansel),Vaso-occlusive crisis of sickle cell disease,phase3,08/02/2019,"Phase 3 data failed to meet endpoints - August 2, 2019."
1889,PFE,GMI-1070 (rivipansel),Vaso-occlusive crisis of sickle cell disease,phase3,08/02/2019,"Phase 3 data failed to meet endpoints - August 2, 2019."
1890,VRNA,RPL554 DPI formulation,Maintenance treatment of COPD,phase2,08/05/2019,"Phase 2 data met primary endpoint - August 5, 2019."
1891,LGND,RPL554 DPI formulation,Maintenance treatment of COPD,phase2,08/05/2019,"Phase 2 data met primary endpoint - August 5, 2019."
